customer_id,name,email,tier,signup_date,country
CUST-00422,Customer 422,customer422@example.com,standard,2022-09-25,US
CUST-00423,Customer 423,customer423@example.com,standard,2025-07-28,US
CUST-00424,Customer 424,customer424@example.com,standard,2023-06-21,US
CUST-00425,Customer 425,customer425@example.com,standard,2022-11-27,CA
CUST-00426,Customer 426,customer426@example.com,standard,2024-06-23,CA
CUST-00427,Customer 427,customer427@example.com,standard,2025-02-03,US
CUST-00428,Customer 428,customer428@example.com,premium,2025-12-16,CA
CUST-00429,Customer 429,customer429@example.com,standard,2024-05-25,US
CUST-00430,Customer 430,customer430@example.com,standard,2025-02-22,US
CUST-00431,Customer 431,customer431@example.com,standard,2022-01-20,US
CUST-00432,Customer 432,customer432@example.com,standard,2022-08-18,US
CUST-00433,Customer 433,customer433@example.com,standard,2022-06-04,US
CUST-00434,Customer 434,customer434@example.com,standard,2025-11-16,US
CUST-00435,Customer 435,customer435@example.com,standard,2022-11-02,US
CUST-00436,Customer 436,customer436@example.com,standard,2025-01-22,US
CUST-00437,Customer 437,customer437@example.com,standard,2022-03-15,US
CUST-00438,Customer 438,customer438@example.com,premium,2024-01-27,US
CUST-00439,Customer 439,customer439@example.com,standard,2025-04-07,US
CUST-00440,Customer 440,customer440@example.com,standard,2025-02-05,US
CUST-00441,Customer 441,customer441@example.com,standard,2022-10-31,CA
CUST-00442,Customer 442,customer442@example.com,premium,2024-05-30,US
CUST-00443,Customer 443,customer443@example.com,standard,2022-09-19,US
CUST-00444,Customer 444,customer444@example.com,standard,2022-03-27,US
CUST-00445,Customer 445,customer445@example.com,standard,2023-09-24,US
CUST-00446,Customer 446,customer446@example.com,premium,2024-01-17,US
CUST-00447,Customer 447,customer447@example.com,premium,2022-03-23,US
CUST-00448,Customer 448,customer448@example.com,standard,2024-01-03,US
CUST-00449,Customer 449,customer449@example.com,standard,2023-03-07,CA
CUST-00450,Customer 450,customer450@example.com,standard,2025-10-28,US
CUST-00451,Customer 451,customer451@example.com,standard,2023-05-27,US
CUST-00452,Customer 452,customer452@example.com,standard,2025-09-27,US
CUST-00453,Customer 453,customer453@example.com,standard,2022-07-30,US
CUST-00454,Customer 454,customer454@example.com,premium,2023-12-26,US
CUST-00455,Customer 455,customer455@example.com,standard,2025-02-20,US
CUST-00456,Customer 456,customer456@example.com,standard,2024-04-12,CA
CUST-00457,Customer 457,customer457@example.com,standard,2025-06-25,US
CUST-00458,Customer 458,customer458@example.com,standard,2022-11-13,US
CUST-00459,Customer 459,customer459@example.com,standard,2023-04-30,US
CUST-00460,Customer 460,customer460@example.com,standard,2022-11-29,US
CUST-00461,Customer 461,customer461@example.com,standard,2022-12-29,US
CUST-00462,Customer 462,customer462@example.com,standard,2024-04-24,US
CUST-00463,Customer 463,customer463@example.com,standard,2022-02-20,US
CUST-00464,Customer 464,customer464@example.com,standard,2023-01-03,US
CUST-00465,Customer 465,customer465@example.com,premium,2023-11-12,CA
CUST-00466,Customer 466,customer466@example.com,standard,2024-04-23,US
CUST-00467,Customer 467,customer467@example.com,standard,2025-10-03,CA
CUST-00468,Customer 468,customer468@example.com,premium,2023-05-24,US
CUST-00469,Customer 469,customer469@example.com,standard,2023-07-01,US
CUST-00470,Customer 470,customer470@example.com,premium,2022-11-23,US
CUST-00471,Customer 471,customer471@example.com,standard,2025-12-07,US
CUST-00472,Customer 472,customer472@example.com,premium,2022-08-10,US
CUST-00473,Customer 473,customer473@example.com,standard,2024-02-23,US
CUST-00474,Customer 474,customer474@example.com,premium,2022-03-21,US
CUST-00475,Customer 475,customer475@example.com,standard,2024-08-21,US
CUST-00476,Customer 476,customer476@example.com,premium,2023-04-01,US
CUST-00477,Customer 477,customer477@example.com,standard,2023-02-13,US
CUST-00478,Customer 478,customer478@example.com,standard,2024-07-31,US
CUST-00479,Customer 479,customer479@example.com,premium,2023-12-18,US
CUST-00480,Customer 480,customer480@example.com,standard,2023-09-18,US
CUST-00481,Customer 481,customer481@example.com,standard,2023-04-12,US
CUST-00482,Customer 482,customer482@example.com,standard,2023-04-02,US
CUST-00483,Customer 483,customer483@example.com,standard,2022-02-18,US
CUST-00484,Customer 484,customer484@example.com,standard,2025-09-13,US
CUST-00485,Customer 485,customer485@example.com,standard,2023-01-31,US
CUST-00486,Customer 486,customer486@example.com,premium,2024-03-27,US
CUST-00487,Customer 487,customer487@example.com,standard,2023-11-04,US
CUST-00488,Customer 488,customer488@example.com,standard,2023-07-25,US
CUST-00489,Customer 489,customer489@example.com,premium,2022-05-23,US
CUST-00490,Customer 490,customer490@example.com,premium,2023-07-26,US
CUST-00491,Customer 491,customer491@example.com,standard,2023-12-21,US
CUST-00492,Customer 492,customer492@example.com,standard,2025-08-06,US
CUST-00493,Customer 493,customer493@example.com,standard,2024-11-09,US
CUST-00494,Customer 494,customer494@example.com,standard,2024-03-29,US
CUST-00495,Customer 495,customer495@example.com,standard,2025-10-23,US
CUST-00496,Customer 496,customer496@example.com,standard,2025-01-03,US
CUST-00497,Customer 497,customer497@example.com,standard,2023-11-10,US
CUST-00498,Customer 498,customer498@example.com,standard,2022-02-26,US
CUST-00499,Customer 499,customer499@example.com,premium,2022-08-25,US
CUST-00500,Customer 500,customer500@example.com,premium,2023-06-19,US
CUST-00501,Customer 501,customer501@example.com,standard,2023-01-01,US
CUST-00502,Customer 502,customer502@example.com,standard,2025-04-04,US
CUST-00503,Customer 503,customer503@example.com,standard,2023-06-28,US
CUST-00504,Customer 504,customer504@example.com,standard,2022-03-20,US
CUST-00505,Customer 505,customer505@example.com,standard,2022-08-11,US
CUST-00506,Customer 506,customer506@example.com,standard,2025-05-06,US
CUST-00507,Customer 507,customer507@example.com,premium,2024-06-08,US
CUST-00508,Customer 508,customer508@example.com,premium,2023-12-09,US
CUST-00509,Customer 509,customer509@example.com,premium,2023-10-05,US
CUST-00510,Customer 510,customer510@example.com,standard,2024-06-12,US
CUST-00511,Customer 511,customer511@example.com,standard,2025-05-26,US
CUST-00512,Customer 512,customer512@example.com,standard,2024-11-13,US
CUST-00513,Customer 513,customer513@example.com,premium,2022-08-25,CA
CUST-00514,Customer 514,customer514@example.com,premium,2024-02-28,US
CUST-00515,Customer 515,customer515@example.com,standard,2025-03-26,US
CUST-00516,Customer 516,customer516@example.com,standard,2023-01-25,US
CUST-00517,Customer 517,customer517@example.com,standard,2023-06-06,US
CUST-00518,Customer 518,customer518@example.com,standard,2022-04-01,US
CUST-00519,Customer 519,customer519@example.com,premium,2024-06-12,US
CUST-00520,Customer 520,customer520@example.com,standard,2022-01-04,CA
CUST-00521,Customer 521,customer521@example.com,standard,2024-11-30,US
CUST-00522,Customer 522,customer522@example.com,standard,2025-01-07,CA
CUST-00523,Customer 523,customer523@example.com,premium,2025-11-07,US
CUST-00524,Customer 524,customer524@example.com,premium,2025-10-05,US
CUST-00525,Customer 525,customer525@example.com,premium,2023-02-08,US
CUST-00526,Customer 526,customer526@example.com,standard,2024-01-16,US
CUST-00527,Customer 527,customer527@example.com,standard,2024-06-02,US
CUST-00528,Customer 528,customer528@example.com,standard,2022-05-24,US
CUST-00529,Customer 529,customer529@example.com,standard,2025-09-22,US
CUST-00530,Customer 530,customer530@example.com,premium,2023-11-08,US
CUST-00531,Customer 531,customer531@example.com,standard,2025-06-30,US
CUST-00532,Customer 532,customer532@example.com,premium,2023-10-05,US
CUST-00533,Customer 533,customer533@example.com,premium,2025-09-20,US
CUST-00534,Customer 534,customer534@example.com,standard,2022-09-13,US
CUST-00535,Customer 535,customer535@example.com,standard,2023-09-08,US
CUST-00536,Customer 536,customer536@example.com,premium,2024-11-04,US
CUST-00537,Customer 537,customer537@example.com,premium,2023-09-26,US
CUST-00538,Customer 538,customer538@example.com,standard,2025-09-27,US
CUST-00539,Customer 539,customer539@example.com,standard,2024-04-16,US
CUST-00540,Customer 540,customer540@example.com,standard,2023-10-31,US
CUST-00541,Customer 541,customer541@example.com,premium,2024-04-04,US
CUST-00542,Customer 542,customer542@example.com,standard,2025-11-28,US
CUST-00543,Customer 543,customer543@example.com,standard,2023-08-29,US
CUST-00544,Customer 544,customer544@example.com,standard,2025-02-09,US
CUST-00545,Customer 545,customer545@example.com,standard,2022-09-18,CA
CUST-00546,Customer 546,customer546@example.com,standard,2023-01-28,US
CUST-00547,Customer 547,customer547@example.com,standard,2024-05-11,US
CUST-00548,Customer 548,customer548@example.com,standard,2025-09-23,US
CUST-00549,Customer 549,customer549@example.com,standard,2024-02-16,US
CUST-00550,Customer 550,customer550@example.com,standard,2025-10-19,US
CUST-00551,Customer 551,customer551@example.com,standard,2022-12-23,CA
CUST-00552,Customer 552,customer552@example.com,premium,2025-06-14,US
CUST-00553,Customer 553,customer553@example.com,standard,2025-03-11,US
CUST-00554,Customer 554,customer554@example.com,standard,2023-09-09,US
CUST-00555,Customer 555,customer555@example.com,premium,2024-04-11,US
CUST-00556,Customer 556,customer556@example.com,standard,2025-01-27,US
CUST-00557,Customer 557,customer557@example.com,standard,2022-01-01,US
CUST-00558,Customer 558,customer558@example.com,standard,2023-09-15,US
CUST-00559,Customer 559,customer559@example.com,standard,2023-08-11,US
CUST-00560,Customer 560,customer560@example.com,standard,2023-03-07,CA
CUST-00561,Customer 561,customer561@example.com,standard,2024-05-30,US
CUST-00562,Customer 562,customer562@example.com,standard,2025-04-02,US
CUST-00563,Customer 563,customer563@example.com,standard,2025-05-27,US
CUST-00564,Customer 564,customer564@example.com,standard,2025-09-02,US
CUST-00565,Customer 565,customer565@example.com,standard,2023-10-22,US
CUST-00566,Customer 566,customer566@example.com,standard,2024-08-10,US
CUST-00567,Customer 567,customer567@example.com,standard,2024-06-23,US
CUST-00568,Customer 568,customer568@example.com,standard,2024-06-24,US
CUST-00569,Customer 569,customer569@example.com,premium,2025-10-15,US
CUST-00570,Customer 570,customer570@example.com,standard,2023-03-14,US
CUST-00571,Customer 571,customer571@example.com,standard,2024-11-12,US
CUST-00572,Customer 572,customer572@example.com,standard,2024-08-27,US
CUST-00573,Customer 573,customer573@example.com,standard,2022-12-14,US
CUST-00574,Customer 574,customer574@example.com,standard,2025-09-11,US
CUST-00575,Customer 575,customer575@example.com,premium,2022-06-23,US
CUST-00576,Customer 576,customer576@example.com,premium,2023-08-05,US
CUST-00577,Customer 577,customer577@example.com,standard,2024-11-21,US
CUST-00578,Customer 578,customer578@example.com,premium,2025-09-21,US
CUST-00579,Customer 579,customer579@example.com,standard,2025-07-20,US
CUST-00580,Customer 580,customer580@example.com,standard,2025-06-22,US
CUST-00581,Customer 581,customer581@example.com,standard,2023-11-18,US
CUST-00582,Customer 582,customer582@example.com,premium,2022-07-11,US
CUST-00583,Customer 583,customer583@example.com,standard,2023-04-27,US
CUST-00584,Customer 584,customer584@example.com,standard,2025-10-09,US
CUST-00585,Customer 585,customer585@example.com,standard,2023-09-28,CA
CUST-00586,Customer 586,customer586@example.com,standard,2023-04-06,US
CUST-00587,Customer 587,customer587@example.com,standard,2023-02-12,US
CUST-00588,Customer 588,customer588@example.com,standard,2022-10-29,US
CUST-00589,Customer 589,customer589@example.com,standard,2022-02-20,US
CUST-00590,Customer 590,customer590@example.com,standard,2022-04-05,US
CUST-00591,Customer 591,customer591@example.com,standard,2023-05-17,US
CUST-00592,Customer 592,customer592@example.com,standard,2024-08-31,CA
CUST-00593,Customer 593,customer593@example.com,standard,2025-06-05,US
CUST-00594,Customer 594,customer594@example.com,standard,2022-05-30,US
CUST-00595,Customer 595,customer595@example.com,premium,2024-07-21,US
CUST-00596,Customer 596,customer596@example.com,standard,2024-04-28,US
CUST-00597,Customer 597,customer597@example.com,standard,2025-07-13,US
CUST-00598,Customer 598,customer598@example.com,standard,2025-03-24,US
CUST-00599,Customer 599,customer599@example.com,standard,2023-02-03,US
CUST-00600,Customer 600,customer600@example.com,standard,2025-11-27,US
CUST-00601,Customer 601,customer601@example.com,standard,2024-02-26,US
CUST-00602,Customer 602,customer602@example.com,standard,2024-10-09,US
CUST-00603,Customer 603,customer603@example.com,standard,2024-03-29,US
CUST-00604,Customer 604,customer604@example.com,standard,2023-05-15,US
CUST-00605,Customer 605,customer605@example.com,standard,2022-10-30,US
CUST-00606,Customer 606,customer606@example.com,standard,2025-09-05,US
CUST-00607,Customer 607,customer607@example.com,standard,2025-11-09,US
CUST-00608,Customer 608,customer608@example.com,standard,2022-01-12,US
CUST-00609,Customer 609,customer609@example.com,standard,2022-08-07,US
CUST-00610,Customer 610,customer610@example.com,standard,2024-05-20,US
CUST-00611,Customer 611,customer611@example.com,standard,2023-03-25,US
CUST-00612,Customer 612,customer612@example.com,standard,2022-12-27,US
CUST-00613,Customer 613,customer613@example.com,standard,2025-11-26,US
CUST-00614,Customer 614,customer614@example.com,standard,2024-11-26,US
CUST-00615,Customer 615,customer615@example.com,premium,2024-08-09,US
CUST-00616,Customer 616,customer616@example.com,premium,2022-04-13,US
CUST-00617,Customer 617,customer617@example.com,standard,2025-02-15,CA
CUST-00618,Customer 618,customer618@example.com,standard,2023-05-26,US
CUST-00619,Customer 619,customer619@example.com,standard,2022-09-06,US
CUST-00620,Customer 620,customer620@example.com,standard,2024-07-23,US
CUST-00621,Customer 621,customer621@example.com,standard,2022-10-01,US
CUST-00622,Customer 622,customer622@example.com,standard,2024-08-09,US
CUST-00623,Customer 623,customer623@example.com,standard,2025-09-29,US
CUST-00624,Customer 624,customer624@example.com,standard,2024-12-23,CA
CUST-00625,Customer 625,customer625@example.com,standard,2025-02-18,US
CUST-00626,Customer 626,customer626@example.com,standard,2025-05-04,US
CUST-00627,Customer 627,customer627@example.com,standard,2023-10-12,US
CUST-00628,Customer 628,customer628@example.com,standard,2024-06-25,US
CUST-00629,Customer 629,customer629@example.com,standard,2025-06-08,US
CUST-00630,Customer 630,customer630@example.com,standard,2024-10-30,US
CUST-00631,Customer 631,customer631@example.com,standard,2024-05-23,US
CUST-00632,Customer 632,customer632@example.com,premium,2025-01-27,US
CUST-00633,Customer 633,customer633@example.com,standard,2024-07-02,US
CUST-00634,Customer 634,customer634@example.com,standard,2022-11-22,US
CUST-00635,Customer 635,customer635@example.com,standard,2024-08-30,CA
CUST-00636,Customer 636,customer636@example.com,standard,2024-07-10,US
CUST-00637,Customer 637,customer637@example.com,standard,2023-06-15,US
CUST-00638,Customer 638,customer638@example.com,standard,2023-05-22,US
CUST-00639,Customer 639,customer639@example.com,standard,2025-07-29,CA
CUST-00640,Customer 640,customer640@example.com,standard,2023-07-22,CA
CUST-00641,Customer 641,customer641@example.com,standard,2024-12-03,US
CUST-00642,Customer 642,customer642@example.com,standard,2024-09-19,US
CUST-00643,Customer 643,customer643@example.com,standard,2025-07-07,US
CUST-00644,Customer 644,customer644@example.com,standard,2023-05-05,US
CUST-00645,Customer 645,customer645@example.com,standard,2023-07-17,US
CUST-00646,Customer 646,customer646@example.com,premium,2024-06-19,US
CUST-00647,Customer 647,customer647@example.com,standard,2022-06-08,US
CUST-00648,Customer 648,customer648@example.com,standard,2023-08-09,US
CUST-00649,Customer 649,customer649@example.com,standard,2023-04-26,US
CUST-00650,Customer 650,customer650@example.com,standard,2023-07-11,US
CUST-00651,Customer 651,customer651@example.com,standard,2023-11-19,US
CUST-00652,Customer 652,customer652@example.com,standard,2023-10-17,US
CUST-00653,Customer 653,customer653@example.com,standard,2025-01-11,US
CUST-00654,Customer 654,customer654@example.com,standard,2022-06-15,US
CUST-00655,Customer 655,customer655@example.com,standard,2022-10-11,US
CUST-00656,Customer 656,customer656@example.com,standard,2022-11-05,CA
CUST-00657,Customer 657,customer657@example.com,standard,2023-04-19,US
CUST-00658,Customer 658,customer658@example.com,standard,2024-02-24,US
CUST-00659,Customer 659,customer659@example.com,standard,2025-11-22,US
CUST-00660,Customer 660,customer660@example.com,standard,2022-11-09,US
CUST-00661,Customer 661,customer661@example.com,standard,2025-12-17,US
CUST-00662,Customer 662,customer662@example.com,premium,2023-03-15,US
CUST-00663,Customer 663,customer663@example.com,standard,2022-05-12,CA
CUST-00664,Customer 664,customer664@example.com,standard,2024-04-29,US
CUST-00665,Customer 665,customer665@example.com,standard,2024-04-14,CA
CUST-00666,Customer 666,customer666@example.com,standard,2023-11-09,US
CUST-00667,Customer 667,customer667@example.com,standard,2025-01-16,US
CUST-00668,Customer 668,customer668@example.com,standard,2024-08-12,CA
CUST-00669,Customer 669,customer669@example.com,standard,2024-05-01,US
CUST-00670,Customer 670,customer670@example.com,standard,2022-05-08,US
CUST-00671,Customer 671,customer671@example.com,standard,2023-02-28,US
CUST-00672,Customer 672,customer672@example.com,premium,2024-05-10,US
CUST-00673,Customer 673,customer673@example.com,standard,2024-03-08,US
CUST-00674,Customer 674,customer674@example.com,standard,2025-04-11,US
CUST-00675,Customer 675,customer675@example.com,standard,2025-11-25,US
CUST-00676,Customer 676,customer676@example.com,premium,2022-02-10,US
CUST-00677,Customer 677,customer677@example.com,standard,2025-03-25,US
CUST-00678,Customer 678,customer678@example.com,standard,2024-02-19,US
CUST-00679,Customer 679,customer679@example.com,premium,2024-09-03,US
CUST-00680,Customer 680,customer680@example.com,premium,2022-01-13,US
CUST-00681,Customer 681,customer681@example.com,standard,2023-12-22,US
CUST-00682,Customer 682,customer682@example.com,standard,2023-09-04,CA
CUST-00683,Customer 683,customer683@example.com,standard,2024-03-09,US
CUST-00684,Customer 684,customer684@example.com,standard,2024-05-08,US
CUST-00685,Customer 685,customer685@example.com,premium,2025-01-07,US
CUST-00686,Customer 686,customer686@example.com,standard,2025-01-23,US
CUST-00687,Customer 687,customer687@example.com,standard,2025-05-20,CA
CUST-00688,Customer 688,customer688@example.com,standard,2023-03-28,US
CUST-00689,Customer 689,customer689@example.com,standard,2024-09-26,US
CUST-00690,Customer 690,customer690@example.com,standard,2023-03-26,US
CUST-00691,Customer 691,customer691@example.com,standard,2023-07-13,US
CUST-00692,Customer 692,customer692@example.com,standard,2024-06-11,US
CUST-00693,Customer 693,customer693@example.com,standard,2024-09-21,US
CUST-00694,Customer 694,customer694@example.com,standard,2022-03-01,US
CUST-00695,Customer 695,customer695@example.com,standard,2024-03-07,US
CUST-00696,Customer 696,customer696@example.com,standard,2023-11-20,US
CUST-00697,Customer 697,customer697@example.com,standard,2025-10-01,US
CUST-00698,Customer 698,customer698@example.com,standard,2025-10-22,US
CUST-00699,Customer 699,customer699@example.com,standard,2024-04-08,CA
CUST-00700,Customer 700,customer700@example.com,standard,2022-12-05,US
CUST-00701,Customer 701,customer701@example.com,standard,2024-08-15,CA
CUST-00702,Customer 702,customer702@example.com,standard,2022-09-19,US
CUST-00703,Customer 703,customer703@example.com,standard,2025-06-28,US
CUST-00704,Customer 704,customer704@example.com,standard,2024-12-29,US
CUST-00705,Customer 705,customer705@example.com,standard,2022-02-25,US
CUST-00706,Customer 706,customer706@example.com,premium,2024-03-17,US
CUST-00707,Customer 707,customer707@example.com,standard,2025-04-27,US
CUST-00708,Customer 708,customer708@example.com,standard,2025-03-01,US
CUST-00709,Customer 709,customer709@example.com,standard,2025-09-19,US
CUST-00710,Customer 710,customer710@example.com,standard,2022-02-25,US
CUST-00711,Customer 711,customer711@example.com,standard,2022-06-21,US
CUST-00712,Customer 712,customer712@example.com,standard,2025-08-09,US
CUST-00713,Customer 713,customer713@example.com,standard,2024-05-27,US
CUST-00714,Customer 714,customer714@example.com,standard,2022-10-05,US
CUST-00715,Customer 715,customer715@example.com,standard,2024-08-03,US
CUST-00716,Customer 716,customer716@example.com,premium,2023-01-08,CA
CUST-00717,Customer 717,customer717@example.com,premium,2022-04-13,US
CUST-00718,Customer 718,customer718@example.com,premium,2023-06-17,US
CUST-00719,Customer 719,customer719@example.com,standard,2024-02-16,CA
CUST-00720,Customer 720,customer720@example.com,standard,2023-11-02,US
CUST-00721,Customer 721,customer721@example.com,premium,2023-03-10,US
CUST-00722,Customer 722,customer722@example.com,standard,2024-07-20,US
CUST-00723,Customer 723,customer723@example.com,standard,2023-11-01,US
CUST-00724,Customer 724,customer724@example.com,standard,2023-11-23,US
CUST-00725,Customer 725,customer725@example.com,standard,2024-02-16,US
CUST-00726,Customer 726,customer726@example.com,premium,2023-07-24,US
CUST-00727,Customer 727,customer727@example.com,standard,2024-05-13,US
CUST-00728,Customer 728,customer728@example.com,standard,2023-06-01,CA
CUST-00729,Customer 729,customer729@example.com,standard,2022-06-17,US
CUST-00730,Customer 730,customer730@example.com,standard,2024-08-21,US
CUST-00731,Customer 731,customer731@example.com,standard,2022-02-09,US
CUST-00732,Customer 732,customer732@example.com,standard,2025-01-09,US
CUST-00733,Customer 733,customer733@example.com,standard,2022-04-17,US
CUST-00734,Customer 734,customer734@example.com,standard,2023-12-18,US
CUST-00735,Customer 735,customer735@example.com,standard,2023-04-05,US
CUST-00736,Customer 736,customer736@example.com,premium,2025-08-24,US
CUST-00737,Customer 737,customer737@example.com,standard,2022-05-21,US
CUST-00738,Customer 738,customer738@example.com,standard,2025-08-27,US
CUST-00739,Customer 739,customer739@example.com,standard,2022-03-24,US
CUST-00740,Customer 740,customer740@example.com,standard,2022-03-05,US
CUST-00741,Customer 741,customer741@example.com,standard,2023-05-22,US
CUST-00742,Customer 742,customer742@example.com,standard,2023-02-13,US
CUST-00743,Customer 743,customer743@example.com,standard,2022-02-11,US
CUST-00744,Customer 744,customer744@example.com,standard,2025-06-26,US
CUST-00745,Customer 745,customer745@example.com,standard,2022-11-09,US
CUST-00746,Customer 746,customer746@example.com,premium,2023-05-04,US
CUST-00747,Customer 747,customer747@example.com,standard,2022-09-16,US
CUST-00748,Customer 748,customer748@example.com,standard,2024-08-27,US
CUST-00749,Customer 749,customer749@example.com,premium,2025-10-03,US
CUST-00750,Customer 750,customer750@example.com,standard,2022-08-23,US
CUST-00751,Customer 751,customer751@example.com,standard,2025-03-01,US
CUST-00752,Customer 752,customer752@example.com,premium,2023-03-23,US
CUST-00753,Customer 753,customer753@example.com,standard,2024-08-10,US
CUST-00754,Customer 754,customer754@example.com,standard,2025-12-03,US
CUST-00755,Customer 755,customer755@example.com,standard,2023-06-09,CA
CUST-00756,Customer 756,customer756@example.com,standard,2024-01-26,US
CUST-00757,Customer 757,customer757@example.com,standard,2022-12-10,CA
CUST-00758,Customer 758,customer758@example.com,standard,2025-05-25,US
CUST-00759,Customer 759,customer759@example.com,premium,2025-05-28,US
CUST-00760,Customer 760,customer760@example.com,standard,2022-08-23,US
CUST-00761,Customer 761,customer761@example.com,standard,2022-12-02,US
CUST-00762,Customer 762,customer762@example.com,standard,2023-09-30,US
CUST-00763,Customer 763,customer763@example.com,standard,2022-08-10,US
CUST-00764,Customer 764,customer764@example.com,standard,2025-03-31,US
CUST-00765,Customer 765,customer765@example.com,standard,2022-02-22,US
CUST-00766,Customer 766,customer766@example.com,standard,2023-10-01,US
CUST-00767,Customer 767,customer767@example.com,standard,2025-03-25,US
CUST-00768,Customer 768,customer768@example.com,premium,2025-10-19,US
CUST-00769,Customer 769,customer769@example.com,standard,2024-02-08,US
CUST-00770,Customer 770,customer770@example.com,premium,2024-03-23,US
CUST-00771,Customer 771,customer771@example.com,standard,2023-02-11,US
CUST-00772,Customer 772,customer772@example.com,premium,2022-06-05,US
CUST-00773,Customer 773,customer773@example.com,standard,2025-04-27,US
CUST-00774,Customer 774,customer774@example.com,standard,2025-11-15,CA
CUST-00775,Customer 775,customer775@example.com,standard,2025-07-08,US
CUST-00776,Customer 776,customer776@example.com,standard,2023-05-13,US
CUST-00777,Customer 777,customer777@example.com,standard,2022-07-28,US
CUST-00778,Customer 778,customer778@example.com,standard,2025-11-28,US
CUST-00779,Customer 779,customer779@example.com,standard,2023-09-10,US
CUST-00780,Customer 780,customer780@example.com,standard,2025-11-02,US
CUST-00781,Customer 781,customer781@example.com,standard,2025-05-14,US
CUST-00782,Customer 782,customer782@example.com,standard,2022-09-05,CA
CUST-00783,Customer 783,customer783@example.com,standard,2025-03-05,US
CUST-00784,Customer 784,customer784@example.com,standard,2022-03-26,US
CUST-00785,Customer 785,customer785@example.com,standard,2023-12-13,US
CUST-00786,Customer 786,customer786@example.com,premium,2024-12-27,US
CUST-00787,Customer 787,customer787@example.com,standard,2024-05-27,US
CUST-00788,Customer 788,customer788@example.com,standard,2025-09-16,US
CUST-00789,Customer 789,customer789@example.com,standard,2024-01-29,US
CUST-00790,Customer 790,customer790@example.com,premium,2022-05-22,US
CUST-00791,Customer 791,customer791@example.com,standard,2024-11-02,US
CUST-00792,Customer 792,customer792@example.com,standard,2025-08-19,US
CUST-00793,Customer 793,customer793@example.com,standard,2023-11-30,US
CUST-00794,Customer 794,customer794@example.com,standard,2022-01-26,US
CUST-00795,Customer 795,customer795@example.com,standard,2024-05-10,US
CUST-00796,Customer 796,customer796@example.com,premium,2024-09-30,US
CUST-00797,Customer 797,customer797@example.com,premium,2022-08-05,US
CUST-00798,Customer 798,customer798@example.com,standard,2024-06-06,US
CUST-00799,Customer 799,customer799@example.com,standard,2024-01-12,US
CUST-00800,Customer 800,customer800@example.com,premium,2025-07-25,US
CUST-00801,Customer 801,customer801@example.com,standard,2024-07-30,CA
CUST-00802,Customer 802,customer802@example.com,standard,2025-12-19,US
CUST-00803,Customer 803,customer803@example.com,standard,2022-11-10,US
CUST-00804,Customer 804,customer804@example.com,standard,2024-06-10,US
CUST-00805,Customer 805,customer805@example.com,standard,2022-12-27,US
CUST-00806,Customer 806,customer806@example.com,standard,2024-12-04,US
CUST-00807,Customer 807,customer807@example.com,premium,2025-08-25,US
CUST-00808,Customer 808,customer808@example.com,premium,2023-07-08,US
CUST-00809,Customer 809,customer809@example.com,standard,2025-06-15,US
CUST-00810,Customer 810,customer810@example.com,standard,2025-01-07,US
CUST-00811,Customer 811,customer811@example.com,premium,2024-09-17,US
CUST-00812,Customer 812,customer812@example.com,premium,2024-08-10,US
CUST-00813,Customer 813,customer813@example.com,standard,2024-06-11,US
CUST-00814,Customer 814,customer814@example.com,premium,2025-04-28,US
CUST-00815,Customer 815,customer815@example.com,premium,2023-07-04,US
CUST-00816,Customer 816,customer816@example.com,standard,2023-10-23,CA
CUST-00817,Customer 817,customer817@example.com,standard,2023-05-18,US
CUST-00818,Customer 818,customer818@example.com,standard,2022-06-27,US
CUST-00819,Customer 819,customer819@example.com,standard,2023-07-26,US
CUST-00820,Customer 820,customer820@example.com,standard,2024-07-12,US
CUST-00821,Customer 821,customer821@example.com,standard,2023-05-15,US
CUST-00822,Customer 822,customer822@example.com,standard,2024-08-09,US
CUST-00823,Customer 823,customer823@example.com,standard,2025-03-13,US
CUST-00824,Customer 824,customer824@example.com,standard,2025-06-03,US
CUST-00825,Customer 825,customer825@example.com,standard,2025-09-30,US
CUST-00826,Customer 826,customer826@example.com,premium,2024-02-16,US
CUST-00827,Customer 827,customer827@example.com,standard,2023-11-20,US
CUST-00828,Customer 828,customer828@example.com,standard,2022-02-28,CA
CUST-00829,Customer 829,customer829@example.com,standard,2024-10-09,US
CUST-00830,Customer 830,customer830@example.com,standard,2023-10-28,US
CUST-00831,Customer 831,customer831@example.com,standard,2023-01-08,CA
CUST-00832,Customer 832,customer832@example.com,standard,2024-09-25,US
CUST-00833,Customer 833,customer833@example.com,standard,2023-03-11,US
CUST-00834,Customer 834,customer834@example.com,standard,2023-12-28,US
CUST-00835,Customer 835,customer835@example.com,standard,2023-06-14,US
CUST-00836,Customer 836,customer836@example.com,standard,2023-11-29,US
CUST-00837,Customer 837,customer837@example.com,premium,2023-07-27,US
CUST-00838,Customer 838,customer838@example.com,standard,2025-05-05,US
CUST-00839,Customer 839,customer839@example.com,standard,2025-12-07,CA
CUST-00840,Customer 840,customer840@example.com,standard,2023-07-20,US
CUST-00841,Customer 841,customer841@example.com,standard,2025-02-12,US
CUST-00842,Customer 842,customer842@example.com,standard,2022-01-21,US
CUST-00843,Customer 843,customer843@example.com,standard,2024-11-24,US
